"Line","Chapter","Subsection","Problem","Start"
"4293","Chapter 5: Determinants","The Properties of Determinants","5","For $n = 5, 6, 7$, count the row exchanges to permute the reverse identity $J_n$ to the identity matrix $I_n$. Propose a rule for every size $n$ and predict whether $J_{101}$ has d..."
"4295","Chapter 5: Determinants","The Properties of Determinants","6","Show how Rule 6 (determinant $= 0$ if a row is all zero) comes from Rule 3."
"4297","Chapter 5: Determinants","The Properties of Determinants","7","Find the determinants of rotations and reflections:"
"4302","Chapter 5: Determinants","The Properties of Determinants","8","Prove that every orthogonal matrix ($Q^{\mathrm{T}}Q = I$) has determinant $1$ or $-1$."
"4308","Chapter 5: Determinants","The Properties of Determinants","9","Do these matrices have determinant $0, 1, 2$, or $3$?"
"4315","Chapter 5: Determinants","The Properties of Determinants","10","If the entries in every row of $A$ add to zero, solve $A\boldsymbol{x} = \mathbf{0}$ to prove $\det A = 0$. If those entries add to one, show that $\det(A - I) = 0$. Does this mean..."
"4317","Chapter 5: Determinants","The Properties of Determinants","11","Suppose that $CD = -DC$ and find the flaw in this reasoning: Taking determinants gives $|C||D| = -|D||C|$. Therefore $|C| = 0$ or $|D| = 0$. One or both of the matrices must be sin..."
"4319","Chapter 5: Determinants","The Properties of Determinants","12","The inverse of a $2$ by $2$ matrix seems to have determinant $= 1$:"
"4329","Chapter 5: Determinants","The Properties of Determinants","13","Reduce $A$ to $U$ and find $\det A =$ product of the pivots:"
"4335","Chapter 5: Determinants","The Properties of Determinants","14","By applying row operations to produce an upper triangular $U$, compute"
"4342","Chapter 5: Determinants","The Properties of Determinants","15","Use row operations to simplify and compute these determinants:"
"4349","Chapter 5: Determinants","The Properties of Determinants","16","Find the determinants of a rank one matrix and a skew-symmetric matrix :"
"4356","Chapter 5: Determinants","The Properties of Determinants","17","A skew-symmetric matrix has $A^{\mathrm{T}} = -A$. Insert $a,b,c$ for $1,3,4$ in Question 16 and show that $|A| = 0$. Write down a 4 by 4 example with $|A| = 1$."
"4358","Chapter 5: Determinants","The Properties of Determinants","18","Use row operations to show that the 3 by 3 ``Vandermonde determinant'' is"
"4363","Chapter 5: Determinants","The Properties of Determinants","19","Find the determinants of $U$ and $U^{-1}$ and $U^2$:"
"4370","Chapter 5: Determinants","The Properties of Determinants","20","Suppose you do two row operations at once, going from"
"4376","Chapter 5: Determinants","The Properties of Determinants","21","\emph{Row exchange:} Add row 1 of $A$ to row 2, then subtract row 2 from row 1. Then add row 1 to row 2 and multiply row 1 by $-1$ to reach $B$. Which rules show"
"4382","Chapter 5: Determinants","The Properties of Determinants","22","From $ad - bc$, find the determinants of $A$ and $A^{-1}$ and $A - \lambda I$:"
"4390","Chapter 5: Determinants","The Properties of Determinants","23","From $A = \begin{bmatrix} 4 & 1 \\ 2 & 3 \end{bmatrix}$ find $A^2$ and $A^{-1}$ and $A - \lambda I$ and their determinants. Which two numbers $\lambda$ lead to $\det(A - \lambda I)..."
"4392","Chapter 5: Determinants","The Properties of Determinants","24","Elimination reduces $A$ to $U$. Then $A = LU$:"
"4400","Chapter 5: Determinants","The Properties of Determinants","25","If the $i,j$ entry of $A$ is $i$ times $j$, show that $\det A = 0$. (Exception when $A = [1]$.)"
"4402","Chapter 5: Determinants","The Properties of Determinants","26","If the $i,j$ entry of $A$ is $i + j$, show that $\det A = 0$. (Exception when $n = 1$ or $2$.)"
"4404","Chapter 5: Determinants","The Properties of Determinants","27","Compute the determinants of these matrices by row operations:"
"4411","Chapter 5: Determinants","The Properties of Determinants","28","True or false (give a reason if true or a 2 by 2 example if false):"
"4419","Chapter 5: Determinants","The Properties of Determinants","29","What is wrong with this proof that projection matrices have $\det P = 1$?"
"4424","Chapter 5: Determinants","The Properties of Determinants","30","(Calculus question) Show that the partial derivatives of $\ln(\det A)$ give $A^{-1}$!"
"4429","Chapter 5: Determinants","The Properties of Determinants","31","(MATLAB) The Hilbert matrix \textbf{hilb}($n$) has $i,j$ entry equal to $1/(i + j - 1)$. Print the determinants of \textbf{hilb}(1), \textbf{hilb}(2), \dots, \textbf{hilb}(10). Hil..."
"4431","Chapter 5: Determinants","The Properties of Determinants","32","(MATLAB) What is a typical determinant (experimentally) of \textbf{rand}($n$) and \textbf{randn}($n$) for $n = 50, 100, 200, 400$? (And what does ``Inf'' mean in MATLAB?)"
"4433","Chapter 5: Determinants","The Properties of Determinants","33","(MATLAB) Find the largest determinant of a 6 by 6 matrix of 1's and $-1$'s."
"4435","Chapter 5: Determinants","The Properties of Determinants","34","If you know that $\det A = 6$, what is the determinant of $B$?"
"4445","Chapter 5: Determinants","Permutations and Cofactors ","1","Compute the determinants of $A, B, C$ from six terms. Are their rows independent?"
"4453","Chapter 5: Determinants","Permutations and Cofactors ","2","Compute the determinants of $A, B, C, D$. Are their columns independent?"
"4461","Chapter 5: Determinants","Permutations and Cofactors ","3","Show that $\det A = 0$, regardless of the five nonzeros marked by $x$'s:"
"4471","Chapter 5: Determinants","Permutations and Cofactors ","4","Find two ways to choose nonzeros from four different rows and columns:"
"4479","Chapter 5: Determinants","Permutations and Cofactors ","5","Place the smallest number of zeros in a 4 by 4 matrix that will guarantee $\det A = 0$. Place as many zeros as possible while still allowing $\det A \neq 0$."
"4481","Chapter 5: Determinants","Permutations and Cofactors ","6",""
"4487","Chapter 5: Determinants","Permutations and Cofactors ","7","How many 5 by 5 permutation matrices have $\det P = +1$? Those are even permutations. Find one that needs four exchanges to reach the identity matrix."
"4489","Chapter 5: Determinants","Permutations and Cofactors ","8","If $\det A$ is not zero, at least one of the $n!$ terms in formula (8) is not zero. Deduce from the big formula that some ordering of the rows of $A$ leaves no zeros on the diagona..."
"4491","Chapter 5: Determinants","Permutations and Cofactors ","9","Show that 4 is the largest determinant for a 3 by 3 matrix of 1's and $-1$'s."
"4493","Chapter 5: Determinants","Permutations and Cofactors ","10","How many permutations of $(1,2,3,4)$ are even and what are they? Extra credit: What are all the possible 4 by 4 determinants of $I + P_{\text{even}}$?"
"4500","Chapter 5: Determinants","Permutations and Cofactors ","11","Find all cofactors and put them into cofactor matrices $C, D$. Find $AC$ and $\det B$."
"4507","Chapter 5: Determinants","Permutations and Cofactors ","12","Find the cofactor matrix $C$ and multiply $A$ times $C^{\text{T}}$. Compare $AC^{\text{T}}$ with $A^{-1}$:"
"4513","Chapter 5: Determinants","Permutations and Cofactors ","13","The $n$ by $n$ determinant $C_n$ has 1's above and below the main diagonal:"
"4525","Chapter 5: Determinants","Permutations and Cofactors ","14","The matrices in Problem 13 have 1's just above and below the main diagonal. Going down the matrix, which order of columns (if any) gives all 1's? Explain why that permutation is \t..."
"4530","Chapter 5: Determinants","Permutations and Cofactors ","15","The tridiagonal $1, 1, 1$ matrix of order $n$ has determinant $E_n$:"
"4543","Chapter 5: Determinants","Permutations and Cofactors ","16","$F_n$ is the determinant of the $1, 1, -1$ tridiagonal matrix of order $n$:"
"4551","Chapter 5: Determinants","Permutations and Cofactors ","17","The matrix $B_n$ is the $-1, 2, -1$ matrix $A_n$ except that $b_{11} = 1$ instead of $a_{11} = 2$. Using cofactors of the \textit{last} row of $B_4$ show that $|B_4| = 2|B_3| - |B_..."
"4559","Chapter 5: Determinants","Permutations and Cofactors ","18","Go back to $B_n$ in Problem 17. It is the same as $A_n$ except for $b_{11} = 1$. So use linearity in the first row, where $\begin{bmatrix} 1 & -1 & 0 \end{bmatrix}$ equals $\begin{..."
"4567","Chapter 5: Determinants","Permutations and Cofactors ","19","Explain why the 4 by 4 Vandermonde determinant contains $x^3$ but not $x^4$ or $x^5$:"
"4573","Chapter 5: Determinants","Permutations and Cofactors ","20","Find $G_2$ and $G_3$ and then by row operations $G_4$. Can you predict $G_n$?"
"4580","Chapter 5: Determinants","Permutations and Cofactors ","21","Compute $S_1, S_2, S_3$ for these $1, 3, 1$ matrices. By Fibonacci guess and check $S_4$."
"4587","Chapter 5: Determinants","Permutations and Cofactors ","22","Change 3 to 2 in the upper left corner of the matrices in Problem 21. Why does that subtract $S_{n-1}$ from the determinant $S_n$? Show that the determinants of the new matrices be..."
"4593","Chapter 5: Determinants","Permutations and Cofactors ","23","With 2 by 2 blocks in 4 by 4 matrices, you cannot always use block determinants:"
"4604","Chapter 5: Determinants","Permutations and Cofactors ","24","With block multiplication, $A = LU$ has $A_k = L_k U_k$ in the top left corner:"
"4614","Chapter 5: Determinants","Permutations and Cofactors ","25","Block elimination subtracts $CA^{-1}$ times the first row $\begin{bmatrix} A & B \end{bmatrix}$ from the second row $\begin{bmatrix} C & D \end{bmatrix}$. This leaves the \textit{S..."
"4624","Chapter 5: Determinants","Permutations and Cofactors ","26","If $A$ is $m$ by $n$ and $B$ is $n$ by $m$, block multiplication gives $\det M = \det AB$:"
"4631","Chapter 5: Determinants","Permutations and Cofactors ","27","(A calculus question) Show that the derivative of $\det A$ with respect to $a_{11}$ is the cofactor $C_{11}$. The other entries are fixed---we are only changing $a_{11}$."
"4633","Chapter 5: Determinants","Permutations and Cofactors ","28","A 3 by 3 determinant has three products ``down to the right'' and three ``down to the left'' with minus signs. Compute the six terms like $(1)(5)(9) = 45$ to find $D$."
"4644","Chapter 5: Determinants","Permutations and Cofactors ","29","For $E_4$ in Problem 15, five of the $4! = 24$ terms in the big formula (8) are nonzero. Find those five terms to show that $E_4 = -1$."
"4646","Chapter 5: Determinants","Permutations and Cofactors ","30","For the 4 by 4 tridiagonal second difference matrix (entries $-1, 2, -1$) find the five terms in the big formula that give $\det A = 16 - 4 - 4 - 4 + 1$."
"4648","Chapter 5: Determinants","Permutations and Cofactors ","31","Find the determinant of this cyclic $P$ by cofactors of row 1 and then the ``big formula''. How many exchanges reorder $4, 1, 2, 3$ into $1, 2, 3, 4$? Is $|P^2| = 1$ or $-1$?"
"4659","Chapter 5: Determinants","Permutations and Cofactors ","32","Cofactors of the $1, 3, 1$ matrices in Problem 21 give a recursion $S_n = 3S_{n-1} - S_{n-2}$. Amazingly that recursion produces every second Fibonacci number. Here is the challeng..."
"4663","Chapter 5: Determinants","Permutations and Cofactors ","33","The symmetric Pascal matrices have determinant 1. If I subtract 1 from the $n, n$ entry, why does the determinant become zero? (Use rule 3 or cofactors.)"
"4669","Chapter 5: Determinants","Permutations and Cofactors ","34","This problem shows in two ways that $\det A = 0$ (the $x$'s are any numbers):"
"4684","Chapter 5: Determinants","Permutations and Cofactors ","35","If $|\det(A)| > 1$, prove that the powers $A^n$ cannot stay bounded. But if $|\det(A)| \le 1$, show that some entries of $A^n$ might still grow large. Eigenvalues will give the rig..."
"4694","Chapter 5: Determinants","Cramer's Rule, Inverses, and Volumes","1","Solve these linear equations by Cramer's Rule $x_j = \det B_j / \det A$:"
"4700","Chapter 5: Determinants","Cramer's Rule, Inverses, and Volumes","2","Use Cramer's Rule to solve for $y$ (only). Call the 3 by 3 determinant $D$:"
"4706","Chapter 5: Determinants","Cramer's Rule, Inverses, and Volumes","3","Cramer's Rule breaks down when $\det A = 0$. Example (a) has no solution while (b) has infinitely many. What are the ratios $x_j = \det B_j / \det A$ in these two cases?"
"4712","Chapter 5: Determinants","Cramer's Rule, Inverses, and Volumes","4","Quick proof of Cramer's rule. The determinant is a linear function of column 1. It is zero if two columns are equal. When $b = Ax = x_1a_1 + x_2a_2 + x_3a_3$ goes into the first co..."
"4721","Chapter 5: Determinants","Cramer's Rule, Inverses, and Volumes","5","If the right side $b$ is the first column of $A$, solve the 3 by 3 system $Ax = b$. How does each determinant in Cramer's Rule lead to this solution $x$?"
"4727","Chapter 5: Determinants","Cramer's Rule, Inverses, and Volumes","6","Find $A^{-1}$ from the cofactor formula $C^{\text{T}} / \det A$. Use symmetry in part (b)."
"4733","Chapter 5: Determinants","Cramer's Rule, Inverses, and Volumes","7","If all the cofactors are zero, how do you know that $A$ has no inverse? If none of the cofactors are zero, is $A$ sure to be invertible?"
"4735","Chapter 5: Determinants","Cramer's Rule, Inverses, and Volumes","8","Find the cofactors of $A$ and multiply $AC^{\text{T}}$ to find $\det A$:"
"4743","Chapter 5: Determinants","Cramer's Rule, Inverses, and Volumes","9","Suppose $\det A = 1$ and you know all the cofactors in $C$. How can you find $A$?"
"4745","Chapter 5: Determinants","Cramer's Rule, Inverses, and Volumes","10","From the formula $AC^{\text{T}} = (\det A)I$ show that $\det C = (\det A)^{n-1}$."
"4747","Chapter 5: Determinants","Cramer's Rule, Inverses, and Volumes","11","If all entries of $A$ are integers, and $\det A = 1$ or $-1$, prove that all entries of $A^{-1}$ are integers. Give a 2 by 2 example with no zero entries."
"4749","Chapter 5: Determinants","Cramer's Rule, Inverses, and Volumes","12","If all entries of $A$ and $A^{-1}$ are integers, prove that $\det A = 1$ or $-1$. Hint: What is $\det A$ times $\det A^{-1}$?"
"4751","Chapter 5: Determinants","Cramer's Rule, Inverses, and Volumes","13","Complete the calculation of $A^{-1}$ by cofactors that was started in Example 5."
"4753","Chapter 5: Determinants","Cramer's Rule, Inverses, and Volumes","14","$L$ is lower triangular and $S$ is symmetric. Assume they are invertible:"
"4769","Chapter 5: Determinants","Cramer's Rule, Inverses, and Volumes","15","For $n = 5$ the matrix $C$ contains \underline{\hspace{1cm}} cofactors. Each 4 by 4 cofactor contains \underline{\hspace{1cm}} terms and each term needs \underline{\hspace{1cm}} mu..."
"4774","Chapter 5: Determinants","Cramer's Rule, Inverses, and Volumes","16",""
"4781","Chapter 5: Determinants","Cramer's Rule, Inverses, and Volumes","17","A box has edges from $(0, 0, 0)$ to $(3, 1, 1)$ and $(1, 3, 1)$ and $(1, 1, 3)$. Find its volume. Also find the area of each parallelogram face using $\|\boldsymbol{u} \times \bold..."
"4783","Chapter 5: Determinants","Cramer's Rule, Inverses, and Volumes","18",""
"4789","Chapter 5: Determinants","Cramer's Rule, Inverses, and Volumes","19","The parallelogram with sides $(2, 1)$ and $(2, 3)$ has the same area as the parallelogram with sides $(2, 2)$ and $(1, 3)$. Find those areas from 2 by 2 determinants and say why th..."
"4791","Chapter 5: Determinants","Cramer's Rule, Inverses, and Volumes","20","The Hadamard matrix $H$ has orthogonal rows. The box is a hypercube!"
"4796","Chapter 5: Determinants","Cramer's Rule, Inverses, and Volumes","21","If the columns of a 4 by 4 matrix have lengths $L_1, L_2, L_3, L_4$, what is the largest possible value for the determinant (based on volume)? If all entries of the matrix are $1$ ..."
"4798","Chapter 5: Determinants","Cramer's Rule, Inverses, and Volumes","22","Show by a picture how a rectangle with area $x_1y_2$ minus a rectangle with area $x_2y_1$ produces the same area as our parallelogram."
"4800","Chapter 5: Determinants","Cramer's Rule, Inverses, and Volumes","23","When the edge vectors $\boldsymbol{a}, \boldsymbol{b}, \boldsymbol{c}$ are perpendicular, the volume of the box is $\|\boldsymbol{a}\|$ times $\|\boldsymbol{b}\|$ times $\|\boldsym..."
"4802","Chapter 5: Determinants","Cramer's Rule, Inverses, and Volumes","24","The box with edges $\boldsymbol{i}$ and $\boldsymbol{j}$ and $\boldsymbol{w} = 2\boldsymbol{i} + 3\boldsymbol{j} + 4\boldsymbol{k}$ has height \_\_\_\_\_. What is the volume? What ..."
"4804","Chapter 5: Determinants","Cramer's Rule, Inverses, and Volumes","25","An $n$-dimensional cube has how many corners? How many edges? How many $(n-1)$-dimensional faces? The cube in $\mathbf{R}^n$ whose edges are the rows of $2I$ has volume \_\_\_\_\_...."
"4806","Chapter 5: Determinants","Cramer's Rule, Inverses, and Volumes","26","The triangle with corners $(0, 0), (1, 0), (0, 1)$ has area $\frac{1}{2}$. The pyramid in $\mathbf{R}^3$ with four corners $(0, 0, 0), (1, 0, 0), (0, 1, 0), (0, 0, 1)$ has volume \..."
"4812","Chapter 5: Determinants","Cramer's Rule, Inverses, and Volumes","27","Polar coordinates satisfy $x = r \cos \theta$ and $y = r \sin \theta$. Polar area is $J \, dr \, d\theta$:"
"4819","Chapter 5: Determinants","Cramer's Rule, Inverses, and Volumes","28","Spherical coordinates $\rho, \phi, \theta$ satisfy $x = \rho \sin \phi \cos \theta$ and $y = \rho \sin \phi \sin \theta$ and $z = \rho \cos \phi$. Find the 3 by 3 matrix of partial..."
"4821","Chapter 5: Determinants","Cramer's Rule, Inverses, and Volumes","29","The matrix that connects $r, \theta$ to $x, y$ is in Problem 27. Invert that 2 by 2 matrix:"
"4828","Chapter 5: Determinants","Cramer's Rule, Inverses, and Volumes","30","The triangle with corners $(0, 0), (6, 0)$, and $(1, 4)$ has area \_\_\_\_\_. When you rotate it by $\theta = 60^\circ$ the area is \_\_\_\_\_. The determinant of the rotation matr..."
